Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-March-2015,528.90,538.00,518.55,535.75,530.238589327839363629,321322,12308,170377324.00,67284,20.94,19.45,6.85
26-March-2015,535.00,538.60,522.55,526.15,533.019019773085083609,369037,11795,196703740.00,133473,36.17,16.05,-8.85
25-March-2015,537.00,545.40,533.50,541.20,539.319513107613372170,449052,17606,242182506.00,105972,23.60,11.90,4.20
24-March-2015,551.00,552.40,528.50,532.90,541.945049181593824709,310787,11657,168429476.00,103628,33.34,23.90,-18.10
23-March-2015,548.15,557.40,547.85,550.90,552.182382187635105923,185040,8522,102175828.00,50265,27.16,9.55,2.75
20-March-2015,549.10,550.00,541.00,547.60,545.888932734208259609,235677,10453,128653466.00,65517,27.80,9.00,-1.50
19-March-2015,565.00,568.70,551.00,553.30,560.428805344182425475,199095,8161,111578573.00,63110,31.70,17.70,-11.70
18-March-2015,572.00,572.00,556.60,560.10,561.521034712554186818,303118,9581,170207133.00,129086,42.59,15.40,-11.90
17-March-2015,565.00,578.50,562.50,571.55,570.890847707765799854,360478,13191,205793591.00,98957,27.45,16.00,6.55
16-March-2015,558.05,565.65,555.20,557.80,559.266632888945185091,126316,5467,70644324.00,23761,18.81,10.45,-0.25
13-March-2015,566.00,566.10,554.50,557.05,559.236875626744721793,184485,7723,103170815.00,29411,15.94,11.60,-8.95
12-March-2015,555.00,566.50,554.80,564.05,562.837308343820625928,229643,12272,129251648.00,63964,27.85,11.70,9.05
11-March-2015,562.00,565.00,548.50,551.10,554.662670254976540366,267907,12423,148598012.00,52746,19.69,16.50,-10.90
10-March-2015,567.80,572.45,559.00,560.15,563.833535734680748017,276678,11968,156000335.00,130569,47.19,13.45,-7.65
9-March-2015,570.00,573.00,562.45,564.25,566.825397225361948438,277802,10253,157465229.00,87039,31.33,10.55,-5.75
5-March-2015,575.15,577.55,568.20,570.65,571.616197898207622680,251119,9387,143543688.00,40862,16.27,9.35,-4.50
4-March-2015,583.90,592.00,571.00,573.85,582.488050234973744987,522186,17045,304167105.00,137317,26.30,21.00,-10.05
3-March-2015,583.45,583.45,572.50,574.60,575.241698605177180196,254656,8744,146488750.00,44179,17.35,10.95,-8.85
2-March-2015,598.00,600.50,573.70,584.15,583.931018815961443390,499629,19522,291748871.00,67261,13.46,26.80,-13.85
28-February-2015,576.25,599.15,564.60,593.65,581.125300838239544825,657330,24669,381991094.00,77786,11.83,34.55,17.40
27-February-2015,568.00,581.00,563.90,575.50,574.028188612339250847,222785,8569,127884870.00,47036,21.11,17.10,7.50
26-February-2015,569.50,572.30,558.20,560.20,564.700717488005453258,228854,11683,129234018.00,64442,28.16,14.10,-9.30
25-February-2015,568.90,575.30,564.45,567.35,570.221392601762836012,155091,7674,88436206.00,22801,14.70,10.85,-1.55
24-February-2015,575.00,578.00,560.20,565.05,565.602459656813680151,236781,8459,133923916.00,65815,27.80,17.80,-9.95
23-February-2015,579.10,584.20,571.00,573.95,579.747428056701275304,506232,10599,293486700.00,353582,69.85,13.20,-5.15
20-February-2015,580.00,584.40,573.00,578.80,579.072809441692043352,319519,12651,185024765.00,35542,11.12,11.40,-1.20
19-February-2015,584.00,592.50,572.75,576.70,580.970672482793050110,488756,17881,283952902.00,151361,30.97,19.75,-7.30
18-February-2015,573.50,585.75,561.00,583.10,577.970983537084533913,587563,14580,339594365.00,71729,12.21,24.75,9.60
16-February-2015,565.50,580.45,565.50,573.95,575.331816363813250602,277527,10996,159670113.00,57596,20.75,14.95,8.45
13-February-2015,564.20,567.30,555.85,565.65,562.616453240201785021,231930,7695,130487634.00,45404,19.58,11.45,1.45
12-February-2015,562.00,565.75,553.00,562.60,560.310894407654258707,233909,9068,131061761.00,52778,22.56,12.75,0.60
11-February-2015,568.00,570.50,554.00,559.25,559.305934197718974729,243487,8845,136183724.00,36836,15.13,16.50,-8.75
10-February-2015,544.00,567.80,542.60,564.35,556.803056567567134341,436699,15007,243155338.00,81388,18.64,25.20,20.35
9-February-2015,551.00,554.20,541.10,542.60,547.540244118699035487,332707,10276,182170472.00,85267,25.63,13.10,-8.40
6-February-2015,580.00,580.00,552.75,559.75,560.219850016331753851,893964,27567,500816378.00,111911,12.52,27.25,-20.25
5-February-2015,589.00,602.85,582.10,589.55,594.092514692236313021,678930,25150,403347231.00,104231,15.35,20.75,0.55
4-February-2015,606.00,606.60,588.55,591.85,594.509351453663347668,275786,9942,163957356.00,42190,15.30,18.05,-14.15
3-February-2015,597.00,612.05,595.25,602.05,605.255847338669904017,658975,23136,398848472.00,177932,27.00,16.80,5.05
2-February-2015,585.00,595.70,581.65,592.30,588.319209411558130857,273366,10292,160826469.00,53590,19.60,14.05,7.30
30-January-2015,601.15,603.95,581.05,584.95,588.259863475419644169,387769,18238,228108939.00,112848,29.10,22.90,-16.20
29-January-2015,586.70,601.00,581.00,597.50,591.558682173965146421,317098,14397,187582075.00,63146,19.91,20.00,10.80
28-January-2015,600.00,602.90,587.15,589.15,592.314976694657557196,435737,14335,258093551.00,132546,30.42,15.75,-10.85
27-January-2015,593.05,608.40,593.05,605.10,601.351086611838447567,485638,14979,292038939.00,211728,43.60,15.35,12.05
23-January-2015,573.65,590.75,573.50,587.90,582.007928318370997145,639606,20102,372255763.00,193675,30.28,17.25,14.25
22-January-2015,550.55,569.00,548.75,566.30,561.824017184274948399,416660,18554,234089595.00,101918,24.46,20.25,15.75
21-January-2015,556.00,559.65,546.55,551.40,551.787286890893531879,407831,16768,225035961.00,116383,28.54,13.10,-4.60
20-January-2015,536.25,561.60,535.10,559.10,547.665367503768798029,571137,19912,312791955.00,235203,41.18,26.50,22.85
19-January-2015,526.00,539.70,523.30,538.75,534.354864879531148252,368560,12182,196941829.00,145257,39.41,16.40,12.75
16-January-2015,530.00,531.50,522.50,525.60,526.371918098951775937,277994,10503,146328235.00,73336,26.38,9.00,-4.40
15-January-2015,530.00,536.00,523.75,532.45,530.548067178377512815,474617,18328,251807132.00,181269,38.19,12.25,2.45
14-January-2015,520.55,526.65,514.30,520.35,519.718989221483360257,521222,15327,270888971.00,211258,40.53,12.35,-0.20
13-January-2015,522.30,526.00,515.60,519.55,520.437832069127755528,348572,15820,181410056.00,96088,27.57,10.40,-2.75
12-January-2015,518.00,524.75,512.10,522.40,518.496973809497750878,274107,8231,142123650.00,65528,23.91,12.65,4.40
9-January-2015,518.60,525.00,516.00,521.85,520.800605043770048594,345099,13660,179727768.00,65878,19.09,9.00,3.25
8-January-2015,503.35,514.80,501.55,512.20,508.042857633541901616,349366,14629,177492901.00,86544,24.77,13.25,8.85
7-January-2015,496.35,500.70,489.40,494.00,494.481072948382386980,561630,20698,277715405.00,159325,28.37,11.30,-2.35
6-January-2015,514.80,514.80,499.00,501.10,504.610441483371210133,495466,17145,250017317.00,118379,23.89,15.80,-13.70
5-January-2015,511.40,526.00,507.40,524.10,518.569520448198468312,583670,16168,302673472.00,164306,28.15,18.60,12.70
2-January-2015,496.50,516.90,496.50,511.70,510.402444155063608133,299490,11323,152860428.00,56737,18.94,20.40,15.20
1-January-2015,492.60,499.75,492.60,498.25,496.431846304135460761,107485,3623,53358977.00,14949,13.91,7.15,5.65
31-December-2014,494.55,498.45,491.10,496.10,495.142284698989526956,293229,9275,145190077.00,48654,16.59,7.35,1.55
30-December-2014,498.15,499.70,490.50,493.90,494.166453529144837259,193928,5016,95832712.00,48568,25.04,9.20,-4.25
29-December-2014,485.90,497.80,485.00,494.95,494.903492811017160797,280290,9174,138716500.00,102314,36.50,12.80,9.05
26-December-2014,485.90,487.75,479.50,485.05,482.792559516191708337,429757,7609,207483482.00,238073,55.40,8.25,-0.85
24-December-2014,489.00,492.70,482.70,485.45,487.678817889690775957,284745,8122,138864105.00,52829,18.55,10.00,-3.55
